event,jd,magnitude,magnitude error,upper limit,band,xxxxxxx,telescope,instrument
SN2005cf,2453597.1,15.966,0.018,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453598.38,15.961,0.01,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453604.15,16.165,0.011,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453611.38,16.371,0.009,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,16.405,0.011,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453615.14,16.526,0.014,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453617.1,16.555,0.015,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453621.11,16.702,0.015,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453521.9,15.177,0.011,F,I,,SSO 40,WFI
SN2005cf,2453522.38,14.999,0.024,F,I,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453522.97,14.805,0.009,F,I,,SSO 40,WFI
SN2005cf,2453523.16,14.789,0.024,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.13,14.501,0.022,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.44,14.438,0.01,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453524.97,14.269,0.009,F,I,,SSO 40,WFI
SN2005cf,2453525.25,14.242,0.02,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453526.35,14.035,0.023,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453527.57,13.866,0.023,F,I,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453527.95,13.802,0.013,F,I,,SSO 40,WFI
SN2005cf,2453528.14,13.849,0.018,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453529.24,13.785,0.019,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453530.38,13.697,0.009,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453530.38,13.745,0.03,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.12,13.713,0.02,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.48,13.703,0.01,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453532.19,13.714,0.027,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.13,13.72,0.018,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.5,13.664,0.01,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453533.99,13.727,0.047,F,I,,2.3m SSO,imager
SN2005cf,2453536.47,13.806,0.035,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453538.19,13.862,0.019,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453538.36,13.846,0.03,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453539.21,13.897,0.016,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453539.37,13.864,0.028,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453540.13,13.966,0.023,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453540.41,13.952,0.031,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453541.37,14.008,0.032,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453542.26,14.071,0.024,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453542.53,14.074,0.03,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453543.14,14.126,0.018,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453543.51,14.179,0.022,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453545.13,14.259,0.033,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.3,14.316,0.03,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,14.265,0.03,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,14.307,0.017,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453547.45,14.31,0.029,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,14.323,0.031,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,14.332,0.028,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,14.403,0.022,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,14.306,0.032,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,14.283,0.032,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,14.207,0.021,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,14.197,0.022,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,14.192,0.015,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,14.188,0.009,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,14.147,0.022,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,14.157,0.029,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,14.255,0.031,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,14.294,0.029,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,14.272,0.021,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453566.41,14.325,0.026,F,I,,1.82m Copernico,AFOSC
SN2005cf,2453569.57,14.488,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,14.643,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453572.21,14.721,0.025,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453573.55,14.772,0.017,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,14.885,0.023,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,14.873,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,15.025,0.017,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,15.18,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,15.281,0.009,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453584.2,15.359,0.035,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.14,15.464,0.018,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,15.448,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,15.58,0.018,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453591.13,15.664,0.026,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453595.5,15.743,0.027,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453598.38,15.895,0.009,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453600.18,16.088,0.021,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453604.15,16.208,0.022,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453611.38,16.609,0.03,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,16.5,0.011,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453615.14,16.67,0.03,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453617.1,16.707,0.018,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453621.11,16.87,0.025,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453525.49,14.13,0.02,F,J,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453538.45,14.15,0.03,F,J,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453551.48,15.59,0.02,F,J,,Calar Alto 3.5m,Omega-Cass
SN2005cf,2453566.45,14.93,0.02,F,J,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453576.47,15.6,0.03,F,J,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453525.49,14.13,0.03,F,H,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453538.45,14.18,0.03,F,H,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453551.48,14.1,0.03,F,H,,Calar Alto 3.5m,Omega-Cass
SN2005cf,2453566.45,14.25,0.03,F,H,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453576.47,14.75,0.03,F,H,,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453525.49,14.17,0.03,F,K',,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453538.45,13.97,0.03,F,K',,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453551.48,14.26,0.03,F,K',,Calar Alto 3.5m,Omega-Cass
SN2005cf,2453566.45,14.4,0.03,F,K',,Telescopio Nazionale Galileo 3.5m,NICS
SN2005cf,2453576.47,15.07,0.03,F,K',,Telescopio Nazionale Galileo 3.5m,NICS
